geneID cond1 cond2 cond3 cond4 cond5 cond6 cond7
gene0 -1.43292125022 -1.09068950258 0.68953205022 0.0672614880171 1.53164572661 0.789732713532 -0.554561225575
gene1 -0.590525626476 -1.02403926964 0.885411034431 1.13568288484 1.23907981564 -0.257312717765 -1.38829612102
gene2 -1.19519089868 -0.946319630539 0.242805320821 -0.232268954666 -0.37371340422 0.450251841256 2.05443572603
gene3 1.24941084294 1.86599302755 -0.546852496222 -0.696378729676 -0.577733262147 -0.619932337708 -0.674507044734
gene4 -0.325765510693 2.15308584693 -0.134676173775 -0.063539296101 -0.108100829346 -0.0299163547262 -1.49108768229
gene5 0.912981679191 1.602147996 0.498498382485 -0.284793445407 -0.627834777977 -0.472269146521 -1.62873068777
gene6 -0.211439697032 0.308856881621 0.0285875869634 -1.60319796171 -0.30899160559 -0.246674212459 2.0328590082
gene7 -0.305829283972 1.68951283315 -0.235825239806 -1.16995362754 -1.04178719428 -0.166759768199 1.23064228065
gene8 -1.0896284893 -1.21589299842 -0.321071555762 0.475988777218 0.0684909322064 0.0838804199299 1.99823291413
gene9 -0.829334361503 -0.837822813458 -0.133375600674 -0.208861781995 -0.421360511998 0.11605606911 2.31469900052
gene10 -0.948352603685 -1.64253422274 0.714571223945 0.784563923719 -0.0937326644596 1.47735612847 -0.291871785252
gene11 -0.193966143259 -1.86754865361 0.0436089214589 0.234900170733 -0.240757574143 1.82175391933 0.202009359495
gene12 -1.13527388275 -1.07589208068 -0.000730167110072 -0.146386623326 -0.0345427141548 2.10969795943 0.283127508586
gene13 -1.35313637853 -1.16796667351 -0.256658314408 0.27072284641 -0.126146461931 1.01413014935 1.61905483262
gene14 -1.98593907609 -1.03461582887 0.26975860165 0.744545178733 0.736939490809 0.704809296588 0.564502337183
gene15 0.969795619562 -0.531018035503 1.36663801928 -0.206852676661 0.508746133192 -0.220638794272 -1.8866702656
gene16 -0.35281932201 -1.88724899442 1.236208165 0.103915180081 1.23211121339 0.151356258153 -0.483522500188
gene17 -1.52000721103 -0.695715172245 0.181684260475 0.226159567241 -0.621942403755 0.589381161222 1.84043979809
gene18 1.54706422719 1.15122816614 -0.260124990585 0.26379703574 -0.628487448308 -0.489307123791 -1.58416986639
gene19 -0.705365475896 -0.0185488107384 -0.669279133586 -0.406546435203 -0.293156625052 -0.297585293309 2.39048177379
gene20 1.17473791984 1.28628773509 0.764010575774 -0.569178109811 -0.213473672012 -1.34282054137 -1.09956390751
gene21 1.69499607172 1.04238350186 -0.114979604729 -0.416444799587 0.140985051402 -1.37326674056 -0.973673480108
gene22 0.710390887129 -0.555468146163 0.382421952494 -0.58595995717 1.33585150918 -1.88543462982 0.598198384347
gene23 -1.06659061335 -0.848966904552 -0.368437707578 0.0571677791386 -0.480591798936 0.609869183727 2.09755006155
gene24 -1.39522869731 -1.19064204417 0.121218494774 -0.150209960103 0.175108945426 0.676006095414 1.76374716597
gene25 0.312222763641 -0.221204455979 2.04918313466 0.527810997932 -0.912080142064 -0.911953368306 -0.843978929885
gene26 2.01609363678 -0.670723779162 -0.0792247285347 -0.2099712623 0.761868501942 -0.591177724687 -1.22686464404
gene27 -1.48006273474 -1.43739904688 0.604434335854 0.765640807156 1.20978520307 0.537028885574 -0.199427450036
gene28 -0.757197315391 -0.899144269461 1.72939068667 0.406797937244 0.591067496231 0.341789944752 -1.41270448004
gene29 -0.808539436069 -1.69883840469 -0.567691107255 0.788859776593 0.453179923225 0.355146224786 1.47788302341
gene30 0.0240112248478 1.88243017995 -0.151911023919 -0.407797372434 0.826419728315 -1.41992186972 -0.753230867045
gene31 0.337562608619 2.31183715012 -0.516182489631 -0.345827581169 -0.635003842487 -0.366201316083 -0.786184529369
gene32 1.54982615107 0.629460586116 0.242388121994 0.487473004787 -0.148730234007 -1.1886847806 -1.57173284937
gene33 -1.24294436764 -1.02570475591 -0.321464699546 0.461269995135 0.646186366323 -0.392297331177 1.87495479282
gene34 -2.1435820215 -0.772506640867 0.836966993271 0.408752358437 0.562520643425 0.626737655069 0.48111101216
gene35 -0.863420047266 -0.394894185011 -0.906772729139 -0.327873924598 -0.545426372937 1.16181580706 1.87657145189
gene36 -2.10378975262 -0.131111753933 0.0265973873899 0.650599201532 1.38287300342 0.407783558438 -0.232951644226
gene37 0.873796600525 0.0589667603764 0.0266685432106 -1.11399371188 -0.94391554982 1.87154847665 -0.773071119065
gene38 0.894614555862 1.61088455803 0.493942436494 -0.35365855844 -0.364607132865 -1.64100886198 -0.640166997101
gene39 -1.40939453374 -1.22998938353 -0.273965799694 -0.0225252481915 0.395874662629 1.41603268454 1.12396761798
gene40 1.02585887495 1.99725719316 -0.417452658024 -0.600670257465 -0.434655306723 -0.756883923675 -0.813453922223
gene41 1.92224180206 0.478253840979 -0.260889343907 -1.03404833591 0.598209883705 -1.10651405145 -0.597253795485
gene42 -1.30288001034 -1.45978511535 -0.219465444087 0.402308299494 0.160585218845 1.1411624132 1.27807463822
gene43 -1.27645416337 0.236091774478 -0.0142841812679 -0.443154011914 -0.179280820533 -0.517905629862 2.19498703246
gene44 0.947037604856 1.24960845957 0.8059168143 -0.412618476292 0.0509974052641 -0.979916207027 -1.66102560067
gene45 2.04869351789 0.53548980422 -0.221605391012 -0.723149561044 0.282921239433 -0.870917217459 -1.05143239202
gene46 0.188378092502 -0.452717834845 1.08307879673 -0.981952627289 -1.6603942496 1.23007094132 0.593536881177
gene47 -1.7037253044 -1.26711216829 1.09394652401 0.871750694946 0.12287866623 0.696851977457 0.185409610042
gene48 -1.2872566141 -1.5297373787 1.05375069265 0.429909766261 1.29261952316 0.154459550625 -0.113745539888
gene49 -0.948690446735 -1.50388582923 -0.221759879765 -0.116641753502 0.0440091181019 1.39186283095 1.35510596018
gene50 -0.588929243888 1.55051818109 -0.972005995301 -0.705361644989 0.211239753463 -0.895516001963 1.40005495158
gene51 -1.60116638606 -0.925039835764 -0.113342907753 0.71430655852 -0.349720512215 1.55428729996 0.720675783312
gene52 0.282604564496 -1.67733752263 1.40930628647 0.239528821618 0.546760636249 0.449132446558 -1.24999523276
gene53 -1.00537851748 -1.28098748945 0.950150926118 1.27279229507 0.641362310217 0.500696439303 -1.07863596378
gene54 1.22176017692 1.69385705842 -0.941267734748 -0.864977855849 -0.68820789824 -0.680506938704 0.259343192208
gene55 1.85825105229 1.1614220186 -0.249045782045 -0.737612287486 -0.300835105537 -0.841791010434 -0.890388885383
gene56 0.396933714238 1.55837292027 0.458170299125 -0.0798897575623 0.285541842064 -0.723833119651 -1.89529589849
gene57 2.06974574352 0.704888820863 -0.342415820943 -0.862377239312 -1.05958870088 -0.484728267295 -0.0255245359526
gene58 1.74432877256 1.13705149778 0.0192978456373 -0.624503714572 -0.158203579634 -1.0036448529 -1.11432596887
gene59 -1.06642802662 -1.70203693401 0.370796709736 0.620575952813 0.609646956865 -0.249962852174 1.41740819339
gene60 -1.1009914436 -1.73126485555 0.406078426541 0.112212122109 0.846058921629 1.37421026298 0.093696565885
gene61 -1.27419209756 -0.853778887264 0.419164863155 0.927443053612 0.917940959238 1.10638206051 -1.24295995169
gene62 1.64642939943 1.45679634854 -0.42589795439 -0.975001060369 -0.686055187048 -0.662930554721 -0.353340991445
gene63 -1.2049880338 -1.40478527968 0.592183247452 0.302838130787 0.614831656255 -0.486683470617 1.58660374961
gene64 -1.04507412215 -0.418541928581 -0.0433479877828 -0.648384158201 0.47244939795 -0.513371446986 2.19627024575
gene65 -0.800373658812 -0.641608822085 -0.434875580875 -0.297015388232 -0.560935237946 0.468469531821 2.26633915613
gene66 -0.599071055383 -0.684965589917 -0.469896173241 -0.513413395018 -0.490879378877 0.472836483654 2.28538910878
gene67 -1.0913821473 1.94227383799 0.376644599016 0.394796507313 0.101002249944 -0.512677112331 -1.21065793462
gene68 1.00296927191 0.113087146796 0.608539640901 -0.110033760815 1.23604795974 -1.36193308495 -1.48867717357
